Well_Name,Simulation_ID,Production_Oil_Rate,Production_Gas_Rate,Production_Water_Cut,Costs_Operating_Cost,Costs_Maintenance_Cost,Prices_Oil_Price,Prices_Gas_Price,Environmental_Emission_Rates,Environmental_Water_Treatment_Cost
Well_Superman,0,0.9596482647593186,0.843397898980986,0.9446943492292372,1.078427098072293,1.0862347903864285,66.61848862162154,3.7418888337472715,0.8557131616255171,1.1634700543049128
Well_Superman,1,1.2058117584503507,1.0171270486977104,0.9405642341627485,1.125363834154279,1.2210249683573717,69.19219393733603,2.8807602565245825,0.9222366649516026,1.149913216827889
Well_Superman,2,1.080361454944841,1.1983633651353272,1.1133995752994417,0.9582617764314868,1.1902652294560128,83.81931113221457,4.242224000839738,1.0838090554612598,0.9691932795375959
Well_Superman,3,1.0312222612556363,1.1072748108738497,0.9412929438718031,1.0627893656284564,0.8921873490282481,64.73879331955797,3.680539153976741,1.0634037647190335,1.275559174629706
Well_Superman,4,0.8675808917497414,1.1512020243564347,0.9474990782692911,1.0465476326241208,0.8892613873402436,84.68234458743468,2.84108113521009,0.9674855674873861,1.10622192122516
Well_Superman,5,0.8675679374478199,1.069561923119368,1.061262337461802,1.1416477234714975,0.9536963702120691,52.595315627567444,4.5883220417188095,0.9736227238063526,1.043271958247094
Well_Superman,6,0.8022499398057323,1.0861983120595315,0.9896818056536874,1.1813115804814518,0.9943771973537504,79.95597812253078,3.527805918028789,1.0068274209011185,1.1793367196361417
Well_Superman,7,1.1447959608756535,1.1803243493258804,1.0663468838987078,0.8348665620292377,1.0135662764192772,83.43454617278854,2.5727504111063104,0.8043909423602189,1.0146081107240668
Well_Superman,8,1.0320460899963906,0.8826548475348326,0.8723138479487216,1.0788733120105556,1.1420599026838962,58.09065435818201,3.7041404666661597,0.9389228090813104,1.1524156051146681
Well_Superman,9,1.070768815392164,0.9957473794806542,0.9974985961820254,0.8719970826629309,0.8166332016185807,67.83206349284869,3.0674245085989202,0.9290679847547685,0.9445596272270355
Well_Superman,10,0.7608704277399497,0.866058304479061,0.8518564172948981,1.0398631124995985,0.7912219765969578,57.25976808634983,4.06011731234577,0.9415578883000911,1.2207839502774775
Well_Superman,11,1.2264049824319538,1.337180914993348,0.8707972900359072,0.9695973847214863,1.0068106095804206,77.0193001018157,4.0945715550347765,1.075390479507685,1.067786468373523
Well_Superman,12,1.1263327185221002,1.2662053390441765,1.1134840839356877,0.9751503923838429,1.151956147669855,71.07986830097383,4.692206402512948,0.9495791045691726,1.1304421822161121
Well_Superman,13,0.8955020202506606,0.7123235489019194,0.9055444441427762,0.9878718987641197,0.9154634129256191,74.37934474052192,3.50280692280864,0.923780878022463,1.0053451684843282
Well_Superman,14,0.8809101824035289,1.0930538405599775,1.0065927989500323,1.0616596285927236,1.121320442197497,58.80628991909835,3.430840997027558,1.000854517659683,1.1458637029696261
Well_Superman,15,0.8816942810702034,1.2453373399071808,0.9813495194591276,0.9827703383125307,0.9497173464252571,59.52287252671479,3.946738505645043,1.0963255234390767,1.1865709841156908
Well_Superman,16,0.934016246728121,0.8403832574052251,0.9666957291015802,1.0997622852421205,1.2865390984873495,48.64263767132647,2.7720867525988706,0.9389531442861225,1.0754120109691052
Well_Superman,17,1.007521210502031,1.0281700304935621,1.110482781851656,1.0011339896142093,1.2957354110636075,64.07740773738556,3.5721063807373667,0.8792647426251035,1.1234957230210694
Well_Superman,18,0.978837055205331,1.2355501755190155,0.8417836300725435,0.8826759942848943,0.9671122030673971,71.849340867408,3.571054304946766,0.9688560892238511,1.0702503749274
Well_Superman,19,0.9289568632639073,0.7042243404750331,1.0359974844523632,1.1198999621671781,0.9349436122800059,84.00884135514852,2.634530576605054,1.0579160317460068,1.2544605684069403
Well_Superman,20,1.035677320401802,1.0888320156555125,1.145884888774798,0.9690438773196788,1.0147388216913416,75.51468614507107,3.3714694253905595,1.0104089758864718,1.0830991260707283
Well_Superman,21,0.8584578648012383,0.9084666632866771,1.0124192298686974,1.0083067226346987,0.9402656455743011,67.99488135569702,4.187461750778715,1.0789358416621493,1.2221285346261626
Well_Superman,22,0.9293164554416871,1.2444583095131396,1.1289070816652413,1.0827825570615592,1.1379965985196845,90.81393478737758,4.1954450292092975,1.1431437937313675,1.2006771755519448
Well_Superman,23,0.9567978422667615,1.3037640319470816,0.8646577941386954,0.9823338029956903,1.236230922622295,77.51981674977932,2.668258551863397,1.0712094651774804,1.0566357098789556
Well_Superman,24,0.9865180573001752,1.2664532910038546,0.9830395190278125,0.8752234379344069,1.1383881256989572,88.788281360674,2.638939725142551,1.0219669870712185,1.0075931937026257
Well_Superman,25,1.1033573623314172,0.9895491616348165,0.9442658077195151,0.9933703821718346,1.234934307953179,70.83938189766715,3.087257856494359,0.9986638543978004,1.0553500711039594
Well_Superman,26,0.8895818577514862,1.1898896678327795,1.053254223905621,1.208716307064983,1.0088756419021652,61.587674599818556,4.249298515715448,0.8566173728449258,1.2135689810011328
Well_Superman,27,1.004301164889765,1.1769659387699325,1.1613188319692869,1.0681814493936772,0.8936906630948601,49.751309422662146,2.761617773447249,1.1645847251192836,1.006968839866199
Well_Superman,28,1.0291395606500788,0.9195499201030126,0.9432564309046537,1.078013226295081,1.1762414154945646,77.79533230761899,3.8774963749829174,0.9751527613427873,1.091596480518704
Well_Superman,29,0.7914389101509832,1.1660191284062236,1.0336689088532331,1.065143284204275,0.994132421256095,54.7765150292605,2.674718673418014,0.9103551408560079,1.2030719664246594
